"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Height (m)"	"Velocity (m/s)"	"Direction (°)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"
2.016306147E2	5.031705382E1	7.602698319E0	8.794831771E1	1.522999954E1	3.451000061E2	1.500000000E0	1.000000000E2
2.026220627E2	5.031718722E1	7.602641992E0	8.894844153E1	1.522999954E1	3.456000061E2	1.500000000E0	1.000000000E2
2.036141050E2	5.031732121E1	7.602587426E0	8.894856569E1	1.513999939E1	3.460000000E2	1.500000000E0	1.000000000E2
2.046215083E2	5.031745519E1	7.602534369E0	8.894868970E1	1.523999977E1	3.466000061E2	1.500000000E0	1.000000000E2
2.056246534E2	5.031759286E1	7.602486592E0	8.894881641E1	1.525999928E1	3.468999939E2	1.000000000E0	1.000000000E2
2.066144384E2	5.031773037E1	7.602439737E0	8.894894287E1	1.521999931E1	3.477000122E2	1.000000000E0	1.000000000E2
2.075991617E2	5.031786615E1	7.602392295E0	8.894906789E1	1.521000004E1	3.483999939E2	1.500000000E0	1.000000000E2
2.086283951E2	5.031800219E1	7.602357175E0	8.994919182E1	1.525000000E1	3.500000000E2	1.000000000E0	1.000000000E2
2.096337824E2	5.031814049E1	7.602330940E0	8.994931682E1	1.517000008E1	3.517000122E2	1.000000000E0	1.000000000E2
2.106376078E2	5.031827259E1	7.602305878E0	8.994943622E1	1.513000011E1	3.532000122E2	1.000000000E0	1.000000000E2
2.116215773E2	5.031840624E1	7.602284588E0	8.994955659E1	1.508999920E1	3.547999878E2	1.000000000E0	1.000000000E2
2.126166662E2	5.031853876E1	7.602272434E0	9.094967499E1	1.497999954E1	3.567000122E2	1.000000000E0	1.000000000E2
2.136310730E2	5.031867082E1	7.602268243E0	9.094979214E1	1.485999966E1	3.588999939E2	1.000000000E0	1.000000000E2
2.146360587E2	5.031880480E1	7.602274446E0	9.094990990E1	1.488000011E1	2.500000000E0	1.000000000E0	1.000000000E2
2.156278995E2	5.031893728E1	7.602283750E0	9.195002599E1	1.486999989E1	4.300000191E0	1.000000000E0	1.000000000E2
2.166424873E2	5.031907135E1	7.602302190E0	9.195014252E1	1.500999928E1	5.000000000E0	1.000000000E0	1.000000000E2
2.176422912E2	5.031920546E1	7.602327419E0	9.295025837E1	1.479999924E1	8.000000000E0	1.000000000E0	1.000000000E2
2.186196815E2	5.031933559E1	7.602364300E0	9.395036945E1	1.464999962E1	9.899999619E0	1.000000000E0	1.000000000E2
2.196207128E2	5.031946756E1	7.602403192E0	9.395048196E1	1.472999954E1	1.350000000E1	1.000000000E0	1.000000000E2
2.206248971E2	5.031959635E1	7.602453819E0	9.395059039E1	1.506999969E1	1.430000019E1	1.000000000E0	1.000000000E2
2.216411201E2	5.031972744E1	7.602508888E0	9.495070039E1	1.525999928E1	1.760000038E1	1.500000000E0	1.000000000E2
2.226437363E2	5.031985749E1	7.602573764E0	9.495080842E1	1.514999962E1	1.910000038E1	1.500000000E0	1.000000000E2
2.236279130E2	5.031998560E1	7.602648279E0	9.595091371E1	1.529999924E1	2.210000038E1	1.500000000E0	1.000000000E2
2.246166733E2	5.032011007E1	7.602731595E0	9.595101484E1	1.531999969E1	2.389999962E1	1.500000000E0	1.000000000E2
2.256216547E2	5.032023484E1	7.602818850E0	9.595111581E1	1.536999989E1	2.500000000E1	1.500000000E0	1.000000000E2
2.266238862E2	5.032036002E1	7.602911806E0	9.695121653E1	1.527999973E1	2.600000000E1	1.500000000E0	1.000000000E2
2.275965881E2	5.032048730E1	7.603011802E0	9.695131835E1	1.538999939E1	2.739999962E1	1.000000000E0	1.000000000E2
2.286279348E2	5.032061140E1	7.603114480E0	9.795141706E1	1.525000000E1	2.820000076E1	1.500000000E0	1.000000000E2
2.296306075E2	5.032073000E1	7.603216739E0	9.895151096E1	1.515999985E1	2.960000038E1	1.500000000E0	1.000000000E2
2.306301109E2	5.032084852E1	7.603330230E0	9.895160358E1	1.535999966E1	3.029999924E1	1.500000000E0	1.000000000E2
2.316471882E2	5.032096809E1	7.603438944E0	9.895169763E1	1.538000011E1	3.029999924E1	1.500000000E0	1.000000000E2
2.326429281E2	5.032108535E1	7.603547322E0	9.995178967E1	1.521999931E1	3.070000076E1	1.500000000E0	1.000000000E2
2.336177159E2	5.032120320E1	7.603658885E0	1.009518819E2	1.498999977E1	3.060000038E1	1.500000000E0	1.000000000E2
2.346372676E2	5.032131803E1	7.603770867E0	1.019519714E2	1.477999973E1	3.029999924E1	1.500000000E0	1.000000000E2
2.356399439E2	5.032142876E1	7.603876395E0	1.019520579E2	1.457999992E1	3.020000076E1	1.000000000E0	1.000000000E2
2.366310141E2	5.032154346E1	7.603984689E0	1.029521477E2	1.473999977E1	3.020000076E1	1.500000000E0	1.000000000E2
2.376257878E2	5.032165733E1	7.604084602E0	1.029522376E2	1.456999969E1	2.929999924E1	1.500000000E0	1.000000000E2
2.386306481E2	5.032177095E1	7.604183760E0	1.039523274E2	1.455999947E1	2.870000076E1	1.500000000E0	1.000000000E2
2.396334734E2	5.032188624E1	7.604279565E0	1.039524190E2	1.480999947E1	2.689999962E1	1.500000000E0	1.000000000E2
2.406307553E2	5.032201088E1	7.604373023E0	1.039525191E2	1.672999954E1	2.550000000E1	1.500000000E0	1.000000000E2
2.416372800E2	5.032215056E1	7.604478300E0	1.049526312E2	1.832999992E1	2.470000076E1	1.500000000E0	1.000000000E2
2.426331547E2	5.032230194E1	7.604586342E0	1.049527533E2	1.911999893E1	2.320000076E1	1.500000000E0	1.000000000E2
2.436234199E2	5.032246635E1	7.604692290E0	1.049528872E2	2.036999893E1	2.100000000E1	1.500000000E0	1.000000000E2
2.446273893E2	5.032264237E1	7.604791028E0	1.059530320E2	2.078999901E1	1.820000076E1	1.500000000E0	1.000000000E2
2.456195201E2	5.032282711E1	7.604878871E0	1.059531858E2	2.165999985E1	1.620000076E1	1.500000000E0	1.000000000E2
2.466263761E2	5.032302903E1	7.604957158E0	1.069533557E2	2.364999962E1	1.360000038E1	1.500000000E0	1.000000000E2
2.476139395E2	5.032324097E1	7.605021782E0	1.069535359E2	2.505999947E1	1.119999981E1	1.500000000E0	1.000000000E2
2.486306988E2	5.032347616E1	7.605095040E0	1.079537357E2	2.663999939E1	9.699999809E0	1.500000000E0	1.000000000E2
2.496006347E2	5.032371199E1	7.605156060E0	1.079539374E2	2.602999878E1	8.899999619E0	1.500000000E0	1.000000000E2
2.506267685E2	5.032393545E1	7.605197635E0	1.079541303E2	2.387999916E1	5.500000000E0	1.500000000E0	1.000000000E2
2.516340997E2	5.032414806E1	7.605225462E0	1.079543150E2	2.331999969E1	4.199999809E0	1.500000000E0	1.000000000E2
2.526303010E2	5.032435320E1	7.605238957E0	1.079544947E2	2.235999870E1	3.099999905E0	1.500000000E0	1.000000000E2
2.536334738E2	5.032455294E1	7.605256811E0	1.079546691E2	2.218000031E1	2.799999952E0	1.500000000E0	1.000000000E2
2.546383194E2	5.032474724E1	7.605274497E0	1.079548388E2	2.215999985E1	1.799999952E0	1.500000000E0	1.000000000E2
2.556135487E2	5.032493311E1	7.605293524E0	1.079550008E2	2.164999962E1	1.799999952E0	1.500000000E0	1.000000000E2
2.566217814E2	5.032511818E1	7.605306013E0	1.079551629E2	2.111999893E1	1.700000048E0	1.500000000E0	1.000000000E2
2.576236929E2	5.032529931E1	7.605309533E0	1.079553224E2	2.065999985E1	1.799999952E0	1.500000000E0	1.000000000E2
2.586207453E2	5.032547638E1	7.605316071E0	1.079554781E2	2.015999985E1	2.000000000E0	1.500000000E0	1.000000000E2
2.596613710E2	5.032564762E1	7.605327889E0	1.079556280E2	1.902000046E1	1.899999976E0	1.500000000E0	1.000000000E2
2.606304184E2	5.032581237E1	7.605332667E0	1.079557729E2	1.785000038E1	1.899999976E0	1.500000000E0	1.000000000E2
2.616362205E2	5.032596961E1	7.605338534E0	1.079559111E2	1.664999962E1	1.700000048E0	1.500000000E0	1.000000000E2
2.626401304E2	5.032611688E1	7.605348928E0	1.079560400E2	1.544999981E1	2.000000000E0	1.500000000E0	1.000000000E2
2.636221997E2	5.032625288E1	7.605357813E0	1.089561592E2	1.442999935E1	1.700000048E0	1.500000000E0	1.000000000E2
2.646310487E2	5.032638100E1	7.605365524E0	1.089562714E2	1.397999954E1	2.599999905E0	1.500000000E0	1.000000000E2
2.656229924E2	5.032650316E1	7.605373235E0	1.089563785E2	1.322999954E1	3.700000048E0	1.500000000E0	1.000000000E2
2.666191426E2	5.032662114E1	7.605397543E0	1.099564800E2	1.284000015E1	6.300000191E0	1.500000000E0	1.000000000E2
2.676198005E2	5.032674230E1	7.605453786E0	1.099565809E2	1.364999962E1	2.050000000E1	1.500000000E0	1.000000000E2
2.686362651E2	5.032685658E1	7.605543137E0	1.099566721E2	1.354999924E1	2.839999962E1	1.500000000E0	1.000000000E2
2.696154888E2	5.032695801E1	7.605632320E0	1.099567520E2	1.248999977E1	3.250000000E1	1.500000000E0	1.000000000E2
2.706366305E2	5.032705067E1	7.605722090E0	1.099568241E2	1.157999992E1	3.179999924E1	1.500000000E0	1.000000000E2
2.716349605E2	5.032713792E1	7.605788391E0	1.099568940E2	1.122999954E1	1.839999962E1	2.000000000E0	1.000000000E2
2.726480604E2	5.032723557E1	7.605808675E0	1.099569780E2	1.073999977E1	7.000000000E0	2.000000000E0	1.000000000E2
2.736438716E2	5.032734592E1	7.605796102E0	1.099570767E2	1.225999928E1	3.525000000E2	2.000000000E0	1.000000000E2
2.746389590E2	5.032747458E1	7.605746314E0	1.099571957E2	1.436999989E1	3.367999878E2	2.000000000E0	1.000000000E2
2.756381049E2	5.032760932E1	7.605641624E0	1.099573260E2	1.642000008E1	3.211000061E2	2.000000000E0	1.000000000E2
2.766338026E2	5.032771179E1	7.605479015E0	1.089574341E2	1.598999977E1	3.102000122E2	2.000000000E0	1.000000000E2
2.775716525E2	5.032779519E1	7.605280699E0	1.089575293E2	1.760999870E1	3.067999878E2	2.000000000E0	1.000000000E2
2.786274664E2	5.032788249E1	7.605079617E0	1.099576282E2	1.815999985E1	3.043999939E2	3.000000000E0	1.000000000E2
2.796331949E2	5.032796924E1	7.604876189E0	1.099577268E2	1.778999901E1	3.053999939E2	2.500000000E0	1.000000000E2
2.806170675E2	5.032807468E1	7.604677035E0	1.099578416E2	1.752000046E1	3.061000061E2	2.000000000E0	1.000000000E2
2.816403606E2	5.032817556E1	7.604491040E0	1.089579508E2	1.711999893E1	3.107000122E2	2.000000000E0	1.000000000E2
2.826297845E2	5.032828046E1	7.604333544E0	1.089580606E2	1.578999996E1	3.191000061E2	2.000000000E0	1.000000000E2
2.836392856E2	5.032839223E1	7.604197590E0	1.079581741E2	1.552999973E1	3.227999878E2	1.500000000E0	1.000000000E2
2.846315948E2	5.032850480E1	7.604074962E0	1.079582868E2	1.525000000E1	3.262000122E2	1.500000000E0	1.000000000E2
2.856212646E2	5.032862005E1	7.603969853E0	1.059584001E2	1.488000011E1	3.332000122E2	1.500000000E0	1.000000000E2
2.865962061E2	5.032873593E1	7.603880670E0	1.059585121E2	1.467999935E1	3.377999878E2	1.500000000E0	1.000000000E2
2.876051411E2	5.032885575E1	7.603811771E0	1.049586254E2	1.434999943E1	3.372999878E2	1.500000000E0	1.000000000E2
2.886371698E2	5.032897452E1	7.603724431E0	1.039587399E2	1.378999996E1	3.352999878E2	1.500000000E0	1.000000000E2
2.896465573E2	5.032908613E1	7.603639439E0	1.039588477E2	1.413999939E1	3.301000061E2	1.500000000E0	1.000000000E2
2.906430616E2	5.032920524E1	7.603532234E0	1.029589646E2	1.547999954E1	3.295000000E2	1.500000000E0	1.000000000E2
2.915949905E2	5.032931479E1	7.603426119E0	1.029590729E2	1.454999924E1	3.267000122E2	2.500000000E0	1.000000000E2
2.926171138E2	5.032941763E1	7.603324028E0	1.039591749E2	1.488000011E1	3.255000000E2	4.000000000E0	1.000000000E2
2.936432413E2	5.032950820E1	7.603179859E0	1.039592706E2	1.444999981E1	3.123999939E2	4.000000000E0	1.000000000E2
2.946149356E2	5.032957416E1	7.602979699E0	1.039593507E2	1.447999954E1	3.012000122E2	3.500000000E0	1.000000000E2
2.956385834E2	5.032962898E1	7.602759255E0	1.039594232E2	1.430999947E1	2.965000000E2	3.000000000E0	1.000000000E2
2.966390557E2	5.032968455E1	7.602566136E0	1.039594933E2	1.403999996E1	2.907000122E2	2.500000000E0	1.000000000E2
2.976571155E2	5.032972110E1	7.602382656E0	1.039595456E2	1.323999977E1	2.840000000E2	2.000000000E0	1.000000000E2
2.986566752E2	5.032974608E1	7.602192638E0	1.039595884E2	1.351999950E1	2.827999878E2	2.000000000E0	1.000000000E2
2.996531997E2	5.032976456E1	7.601987449E0	1.029596271E2	1.557999992E1	2.770000000E2	2.000000000E0	1.000000000E2
3.006465169E2	5.032977516E1	7.601767424E0	1.019596605E2	1.557999992E1	2.786000061E2	2.000000000E0	1.000000000E2
3.016475557E2	5.032979792E1	7.601555111E0	1.009597037E2	1.531999969E1	2.828999939E2	2.000000000E0	1.000000000E2
3.026464169E2	5.032983363E1	7.601359980E0	9.895975658E1	1.447999954E1	2.911000061E2	2.000000000E0	1.000000000E2
3.036461123E2	5.032988203E1	7.601166610E0	9.795982045E1	1.507999992E1	2.961000061E2	1.500000000E0	1.000000000E2
3.046357194E2	5.032994490E1	7.600944489E0	9.595990026E1	1.854999924E1	2.973999939E2	2.000000000E0	1.000000000E2
3.056391442E2	5.033002272E1	7.600654894E0	9.496000066E1	2.336999893E1	2.948999939E2	2.000000000E0	1.000000000E2
3.066217592E2	5.033013072E1	7.600351050E0	9.396012931E1	2.546999931E1	3.007999878E2	2.500000000E0	1.000000000E2
3.076216257E2	5.033026861E1	7.600073442E0	9.296028154E1	2.568000031E1	3.122999878E2	2.000000000E0	1.000000000E2
3.086277432E2	5.033042455E1	7.599822069E0	9.196044690E1	2.478999901E1	3.173999939E2	2.000000000E0	1.000000000E2
3.096481328E2	5.033057983E1	7.599591818E0	9.096060939E1	2.370999908E1	3.185000000E2	2.000000000E0	1.000000000E2
3.106236897E2	5.033073187E1	7.599359388E0	8.996076928E1	2.309000015E1	3.171000061E2	1.500000000E0	1.000000000E2
3.116378385E2	5.033087747E1	7.599136010E0	8.896092249E1	2.234000015E1	3.162000122E2	1.500000000E0	1.000000000E2
3.126394353E2	5.033101552E1	7.598926378E0	8.796106753E1	2.128999901E1	3.175000000E2	1.500000000E0	1.000000000E2
3.136376339E2	5.033115654E1	7.598721860E0	8.796121467E1	2.142000008E1	3.172000122E2	1.500000000E0	1.000000000E2
3.146345183E2	5.033129727E1	7.598519772E0	8.696136130E1	2.104999924E1	3.165000000E2	1.500000000E0	1.000000000E2
3.156357797E2	5.033143038E1	7.598322211E0	8.596150070E1	2.034000015E1	3.145000000E2	1.500000000E0	1.000000000E2
3.192720914E2	5.033154982E1	7.598119034E0	8.596162864E1	1.943000031E1	3.111000061E2	1.500000000E0	1.000000000E2
3.192837019E2	5.033165883E1	7.597904457E0	8.496174861E1	1.876000023E1	3.087999878E2	1.500000000E0	1.000000000E2
3.192944027E2	5.033175929E1	7.597692730E0	8.396186071E1	1.895999908E1	3.077000122E2	1.500000000E0	1.000000000E2
3.195930169E2	5.033186192E1	7.597468095E0	8.396197616E1	2.003999901E1	3.035000000E2	1.500000000E0	1.000000000E2
3.206344310E2	5.033195827E1	7.597222170E0	8.396208840E1	1.993999863E1	3.007999878E2	1.500000000E0	1.000000000E2
3.216413999E2	5.033204779E1	7.596977837E0	8.296219443E1	1.979999924E1	2.981000061E2	1.500000000E0	1.000000000E2
3.226450677E2	5.033212905E1	7.596729649E0	8.196229359E1	1.939999962E1	2.955000000E2	1.500000000E0	1.000000000E2
3.236190943E2	5.033219921E1	7.596486574E0	8.196238236E1	1.884000015E1	2.931000061E2	1.500000000E0	1.000000000E2
3.245970804E2	5.033226258E1	7.596248277E0	8.196246460E1	1.873999977E1	2.926000061E2	1.500000000E0	1.000000000E2
3.256339494E2	5.033232708E1	7.596006123E0	8.196254828E1	1.894999886E1	2.896000061E2	1.500000000E0	1.000000000E2
3.266351085E2	5.033238462E1	7.595756929E0	8.196262658E1	1.895999908E1	2.883999939E2	1.500000000E0	1.000000000E2
3.275971525E2	5.033243830E1	7.595510166E0	8.096270121E1	1.892000008E1	2.876000061E2	1.500000000E0	1.000000000E2
3.286229366E2	5.033249103E1	7.595255608E0	8.096277584E1	1.877999878E1	2.871000061E2	1.500000000E0	1.000000000E2
3.296247971E2	5.033254215E1	7.595001720E0	7.996284900E1	1.867000008E1	2.872000122E2	1.500000000E0	1.000000000E2
3.306354285E2	5.033259551E1	7.594751688E0	7.996292371E1	1.856999969E1	2.870000000E2	1.500000000E0	1.000000000E2
3.316289082E2	5.033264563E1	7.594498554E0	7.996299591E1	1.850000000E1	2.876000061E2	1.500000000E0	1.000000000E2
3.326318204E2	5.033269563E1	7.594243325E0	7.896306823E1	1.852999878E1	2.871000061E2	1.500000000E0	1.000000000E2
3.336310836E2	5.033274433E1	7.593994131E0	7.896313875E1	1.855999947E1	2.876000061E2	1.500000000E0	1.000000000E2
3.346253335E2	5.033279173E1	7.593744686E0	7.896320815E1	1.844000053E1	2.875000000E2	1.500000000E0	1.000000000E2
3.356155484E2	5.033284185E1	7.593496079E0	7.896327988E1	1.829999924E1	2.872000122E2	1.500000000E0	1.000000000E2
3.366339346E2	5.033288833E1	7.593250992E0	7.896334800E1	1.819000053E1	2.873999939E2	1.500000000E0	1.000000000E2
3.376284704E2	5.033293346E1	7.593003223E0	7.996341523E1	1.823999977E1	2.873999939E2	1.500000000E0	1.000000000E2
3.386274589E2	5.033298459E1	7.592762243E0	7.996348703E1	1.820999908E1	2.872999878E2	1.500000000E0	1.000000000E2
3.396275326E2	5.033303220E1	7.592517156E0	7.996355617E1	1.815999985E1	2.872000122E2	1.500000000E0	1.000000000E2
3.406311564E2	5.033308522E1	7.592279362E0	7.996362931E1	1.794000053E1	2.877999878E2	1.500000000E0	1.000000000E2
3.416289433E2	5.033314046E1	7.592049949E0	7.996370350E1	1.718000031E1	2.872000122E2	1.500000000E0	1.000000000E2
3.426334301E2	5.033318446E1	7.591825733E0	7.996376717E1	1.704999924E1	2.846000061E2	1.500000000E0	1.000000000E2
3.436231246E2	5.033322352E1	7.591593722E0	7.996382732E1	1.714999962E1	2.860000000E2	1.500000000E0	1.000000000E2
3.446386797E2	5.033326685E1	7.591363471E0	7.996389107E1	1.771999931E1	2.873999939E2	1.500000000E0	1.000000000E2
3.456362759E2	5.033331656E1	7.591125676E0	7.996396130E1	1.788999939E1	2.872999878E2	1.500000000E0	1.000000000E2
3.466230253E2	5.033336434E1	7.590884613E0	7.996403019E1	1.785000038E1	2.873999939E2	1.500000000E0	1.000000000E2
3.476105277E2	5.033341567E1	7.590637095E0	7.996410296E1	1.901000023E1	2.872999878E2	1.500000000E0	1.000000000E2
3.486173616E2	5.033346404E1	7.590381112E0	7.996417402E1	1.879999924E1	2.868999939E2	1.500000000E0	1.000000000E2
3.496062786E2	5.033350545E1	7.590128649E0	7.996423853E1	1.844000053E1	2.855000000E2	1.500000000E0	1.000000000E2
3.506381190E2	5.033354199E1	7.589873252E0	7.996429906E1	1.862999916E1	2.821000061E2	1.500000000E0	1.000000000E2
3.516540059E2	5.033357472E1	7.589611318E0	7.996435693E1	1.894999886E1	2.821000061E2	1.500000000E0	1.000000000E2
3.526358951E2	5.033360481E1	7.589351898E0	8.096441219E1	1.896999931E1	2.810000000E2	1.500000000E0	1.000000000E2
3.536320204E2	5.033363432E1	7.589089125E0	8.096446729E1	1.893000031E1	2.803999939E2	1.500000000E0	1.000000000E2
3.546450976E2	5.033365896E1	7.588832052E0	8.096451746E1	1.877999878E1	2.786000061E2	1.500000000E0	1.000000000E2
3.556249827E2	5.033367815E1	7.588572381E0	8.096456309E1	1.855999947E1	2.771000061E2	1.500000000E0	1.000000000E2
3.566573187E2	5.033369844E1	7.588310279E0	8.096460995E1	1.859000015E1	2.772999878E2	1.500000000E0	1.000000000E2
3.576294649E2	5.033372111E1	7.588055804E0	8.096465809E1	1.845999908E1	2.777999878E2	1.500000000E0	1.000000000E2
3.586473184E2	5.033374211E1	7.587796468E0	8.096470529E1	1.837999916E1	2.765000000E2	1.500000000E0	1.000000000E2
3.596350942E2	5.033374458E1	7.587538389E0	8.096473590E1	1.807999992E1	2.681000061E2	1.500000000E0	1.000000000E2
3.606381874E2	5.033373553E1	7.587279221E0	7.996475640E1	1.804999924E1	2.658999939E2	1.500000000E0	1.000000000E2
3.616325095E2	5.033372283E1	7.587032542E0	8.096477229E1	1.794000053E1	2.646000061E2	1.500000000E0	1.000000000E2
3.626375405E2	5.033370045E1	7.586782426E0	8.096477995E1	1.788999939E1	2.626000061E2	1.500000000E0	1.000000000E2
3.636384184E2	5.033367702E1	7.586534070E0	8.096478649E1	1.784000015E1	2.597000122E2	1.500000000E0	1.000000000E2
3.646493379E2	5.033364530E1	7.586290743E0	8.096478510E1	1.777000046E1	2.568999939E2	1.500000000E0	1.000000000E2
3.656405929E2	5.033360976E1	7.586049512E0	8.096478009E1	1.775000000E1	2.563999939E2	1.500000000E0	1.000000000E2
3.666447370E2	5.033356592E1	7.585814316E0	8.096476704E1	1.773999977E1	2.541999969E2	1.500000000E0	1.000000000E2
3.676218886E2	5.033351840E1	7.585580125E0	8.096475059E1	1.770999908E1	2.518000031E2	1.500000000E0	1.000000000E2
3.686155205E2	5.033346379E1	7.585353311E0	8.096472704E1	1.761999893E1	2.498999939E2	1.500000000E0	1.000000000E2
3.696238884E2	5.033340340E1	7.585128341E0	8.196469813E1	1.772999954E1	2.478999939E2	1.500000000E0	1.000000000E2
3.706278615E2	5.033333869E1	7.584904376E0	8.196466528E1	1.785000038E1	2.461999969E2	1.500000000E0	1.000000000E2
3.716255831E2	5.033327130E1	7.584678568E0	8.296463023E1	1.802999878E1	2.450000000E2	1.500000000E0	1.000000000E2
3.726406977E2	5.033319586E1	7.584446725E0	8.296458869E1	1.813999939E1	2.416000061E2	1.500000000E0	1.000000000E2
3.736373308E2	5.033311175E1	7.584222089E0	8.396453863E1	1.810999870E1	2.401999969E2	1.500000000E0	1.000000000E2
3.746432667E2	5.033303090E1	7.583999718E0	8.496449123E1	1.817000008E1	2.381999969E2	1.500000000E0	1.000000000E2
3.756326567E2	5.033294168E1	7.583786063E0	8.496443540E1	1.812999916E1	2.351000061E2	1.500000000E0	1.000000000E2
3.766441813E2	5.033284436E1	7.583580790E0	8.596437145E1	1.827999878E1	2.338000031E2	1.500000000E0	1.000000000E2
3.776258277E2	5.033274428E1	7.583375601E0	8.596430503E1	1.819000053E1	2.323999939E2	1.000000000E0	1.000000000E2
3.786344999E2	5.033264010E1	7.583181979E0	8.596423367E1	1.803999901E1	2.296999969E2	1.500000000E0	1.000000000E2
3.796378995E2	5.033253210E1	7.582990536E0	8.696415867E1	1.803999901E1	2.278000031E2	1.500000000E0	1.000000000E2
3.806254429E2	5.033242175E1	7.582798088E0	8.696408168E1	1.811999893E1	2.256000061E2	1.500000000E0	1.000000000E2
3.816477485E2	5.033230646E1	7.582620727E0	8.796399862E1	1.781999969E1	2.231000061E2	1.500000000E0	1.000000000E2
3.826415809E2	5.033218831E1	7.582454095E0	8.796391185E1	1.771999931E1	2.213000031E2	1.500000000E0	1.000000000E2
3.836442198E2	5.033206904E1	7.582288301E0	8.796382396E1	1.772999954E1	2.213000031E2	1.500000000E0	1.000000000E2
3.846348611E2	5.033194888E1	7.582124183E0	8.796373510E1	1.771999931E1	2.215000000E2	1.500000000E0	1.000000000E2
3.856336823E2	5.033182927E1	7.581960820E0	8.796364663E1	1.782999992E1	2.213000031E2	1.500000000E0	1.000000000E2
3.866280950E2	5.033170904E1	7.581793936E0	8.896355798E1	1.780999947E1	2.210000000E2	1.500000000E0	1.000000000E2
3.876261708E2	5.033158767E1	7.581625460E0	8.896346848E1	1.790999985E1	2.216999969E2	1.500000000E0	1.000000000E2
3.886269055E2	5.033146772E1	7.581453044E0	8.896338067E1	1.804999924E1	2.225000000E2	1.500000000E0	1.000000000E2
3.896154437E2	5.033134958E1	7.581275515E0	8.996329501E1	1.860999870E1	2.250000000E2	1.500000000E0	1.000000000E2
3.906282439E2	5.033122934E1	7.581073511E0	8.996321015E1	2.048999977E1	2.278000031E2	1.500000000E0	1.000000000E2
3.916373440E2	5.033110390E1	7.580839740E0	9.096312413E1	2.336999893E1	2.308000031E2	1.500000000E0	1.000000000E2
3.926244874E2	5.033097155E1	7.580561712E0	9.196303678E1	2.605999947E1	2.338000031E2	2.000000000E0	1.000000000E2
3.936328183E2	5.033084205E1	7.580245631E0	9.396295611E1	2.859000015E1	2.373000031E2	2.000000000E0	1.000000000E2
3.946409010E2	5.033071658E1	7.579894764E0	9.496288280E1	2.967999840E1	2.413999939E2	2.000000000E0	1.000000000E2
3.956367459E2	5.033059730E1	7.579511376E0	9.596281853E1	3.077999878E1	2.448999939E2	2.000000000E0	1.000000000E2
3.966019350E2	5.033049425E1	7.579114912E0	9.796277011E1	3.092999840E1	2.485000000E2	2.000000000E0	1.000000000E2
