"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Height (m)"	"Velocity (m/s)"	"Direction (°)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"
3.976305025E2	5.033041282E1	7.578700259E0	9.896274290E1	2.959000015E1	2.528000031E2	2.000000000E0	1.000000000E2
3.985886817E2	5.033034346E1	7.578299856E0	1.009627249E2	2.950000000E1	2.566000061E2	1.500000000E0	1.000000000E2
3.995885809E2	5.033029501E1	7.577888304E0	1.029627266E2	2.972999954E1	2.605000000E2	1.500000000E0	1.000000000E2
4.005914578E2	5.033026689E1	7.577472981E0	1.039627469E2	2.976000023E1	2.648999939E2	2.000000000E0	1.000000000E2
4.015871260E2	5.033025603E1	7.577056400E0	1.059627827E2	2.936999893E1	2.680000000E2	2.000000000E0	1.000000000E2
4.025895442E2	5.033025645E1	7.576650213E0	1.079628275E2	2.897999954E1	2.715000000E2	2.000000000E0	1.000000000E2
4.035800953E2	5.033027602E1	7.576244613E0	1.099628892E2	2.894999886E1	2.748999939E2	1.500000000E0	1.000000000E2
4.045735083E2	5.033030289E1	7.575849323E0	1.129629562E2	2.864999962E1	2.755000000E2	1.500000000E0	1.000000000E2
4.055869102E2	5.033032518E1	7.575451685E0	1.149630195E2	2.830999947E1	2.756000061E2	1.500000000E0	1.000000000E2
4.065855888E2	5.033034706E1	7.575058574E0	1.169630819E2	2.822999954E1	2.757999878E2	1.500000000E0	1.000000000E2
4.075724423E2	5.033036973E1	7.574666971E0	1.189631449E2	2.809999847E1	2.748999939E2	1.500000000E0	1.000000000E2
4.085865457E2	5.033039207E1	7.574276123E0	1.199632075E2	2.798999977E1	2.752000122E2	1.500000000E0	1.000000000E2
4.095863111E2	5.033041529E1	7.573885191E0	1.219632709E2	2.776000023E1	2.751000061E2	1.500000000E0	1.000000000E2
4.105901083E2	5.033043784E1	7.573501300E0	1.229633329E2	2.756999969E1	2.755000000E2	1.500000000E0	1.000000000E2
4.116376931E2	5.033046273E1	7.573128389E0	1.249633958E2	2.692000008E1	2.753999939E2	1.500000000E0	1.000000000E2
4.125802521E2	5.033048461E1	7.572762268E0	1.269634553E2	2.663999939E1	2.755000000E2	1.500000000E0	1.000000000E2
4.136391905E2	5.033051017E1	7.572393799E0	1.289635184E2	2.634999847E1	2.755000000E2	1.500000000E0	1.000000000E2
4.146307369E2	5.033053041E1	7.572030528E0	1.309635761E2	2.612999916E1	2.753999939E2	1.500000000E0	1.000000000E2
4.156372198E2	5.033054902E1	7.571667256E0	1.319636324E2	2.601999855E1	2.745000000E2	1.500000000E0	1.000000000E2
4.166355541E2	5.033056717E1	7.571302308E0	1.329636884E2	2.600000000E1	2.737000122E2	1.500000000E0	1.000000000E2
4.176337702E2	5.033058293E1	7.570937024E0	1.349637424E2	2.597999954E1	2.727000122E2	2.000000000E0	1.000000000E2
4.186378917E2	5.033058314E1	7.570570651E0	1.369637826E2	2.592000008E1	2.686000061E2	1.500000000E0	1.000000000E2
4.196429072E2	5.033057643E1	7.570207547E0	1.379638163E2	2.598999977E1	2.663999939E2	1.500000000E0	1.000000000E2
4.206548359E2	5.033055351E1	7.569843186E0	1.389638356E2	2.652999878E1	2.622999878E2	2.000000000E0	1.000000000E2
4.216474569E2	5.033051843E1	7.569470694E0	1.399638450E2	2.650000000E1	2.602999878E2	2.000000000E0	1.000000000E2
4.226339547E2	5.033047321E1	7.569109015E0	1.409638441E2	2.601999855E1	2.578999939E2	1.500000000E0	1.000000000E2
4.236473560E2	5.033041277E1	7.568759322E0	1.429638283E2	2.555999947E1	2.543999939E2	2.000000000E0	1.000000000E2
4.246634654E2	5.033033876E1	7.568427231E0	1.439637985E2	2.530999947E1	2.500000000E2	1.500000000E0	1.000000000E2
4.256485768E2	5.033024199E1	7.568110647E0	1.449637466E2	2.469999886E1	2.438000031E2	2.000000000E0	1.000000000E2
4.266464344E2	5.033013617E1	7.567804540E0	1.459636855E2	2.460999870E1	2.428000031E2	2.000000000E0	1.000000000E2
4.276531313E2	5.033002985E1	7.567523411E0	1.479636212E2	2.193000031E1	2.406000061E2	2.000000000E0	1.000000000E2
4.286506036E2	5.032992532E1	7.567265583E0	1.489635560E2	2.020999908E1	2.391000061E2	2.000000000E0	1.000000000E2
4.296126163E2	5.032982239E1	7.567022340E0	1.509634905E2	1.937999916E1	2.391000061E2	2.000000000E0	1.000000000E2
4.306309310E2	5.032972814E1	7.566784546E0	1.529634322E2	1.965999985E1	2.388999939E2	1.500000000E0	1.000000000E2
4.316353093E2	5.032964839E1	7.566563766E0	1.529633850E2	1.695999908E1	2.430000000E2	1.500000000E0	1.000000000E2
4.326427588E2	5.032958150E1	7.566351369E0	1.539633484E2	1.680999947E1	2.438999939E2	1.500000000E0	1.000000000E2
4.336346346E2	5.032951884E1	7.566130003E0	1.539633165E2	1.743000031E1	2.480000000E2	1.500000000E0	1.000000000E2
4.346472259E2	5.032947618E1	7.565895226E0	1.549633040E2	1.781999969E1	2.575000000E2	1.500000000E0	1.000000000E2
4.356483966E2	5.032946252E1	7.565649636E0	1.549633185E2	1.819999886E1	2.672000122E2	2.000000000E0	1.000000000E2
4.366430969E2	5.032948037E1	7.565401113E0	1.539633615E2	1.870999908E1	2.793999939E2	2.000000000E0	1.000000000E2
4.376367731E2	5.032953397E1	7.565164324E0	1.539634352E2	1.867000008E1	2.903999939E2	2.000000000E0	1.000000000E2
4.386049652E2	5.032962856E1	7.564946562E0	1.539635435E2	1.906999969E1	3.061000061E2	2.000000000E0	1.000000000E2
4.396290501E2	5.032975383E1	7.564753443E0	1.539636766E2	1.918999863E1	3.186000061E2	2.500000000E0	1.000000000E2
4.406166983E2	5.032989959E1	7.564597288E0	1.549638239E2	1.911999893E1	3.258999939E2	2.500000000E0	1.000000000E2
4.416522071E2	5.033006149E1	7.564494526E0	1.549639799E2	2.012999916E1	3.447999878E2	2.500000000E0	1.000000000E2
4.426340721E2	5.033023919E1	7.564459071E0	1.549641427E2	2.168000031E1	3.592999878E2	2.500000000E0	1.000000000E2
4.436425831E2	5.033043117E1	7.564488240E0	1.549643112E2	2.330999947E1	1.039999962E1	3.000000000E0	1.000000000E2
4.446229664E2	5.033064194E1	7.564552445E0	1.549644926E2	2.476999855E1	1.280000019E1	2.500000000E0	1.000000000E2
4.456476534E2	5.033084633E1	7.564620255E0	1.549646680E2	2.293999863E1	1.119999981E1	2.500000000E0	1.000000000E2
4.466404101E2	5.033104003E1	7.564677671E0	1.549648349E2	2.246999931E1	1.019999981E1	2.000000000E0	1.000000000E2
4.476295822E2	5.033123860E1	7.564735925E0	1.549650061E2	2.284000015E1	1.050000000E1	2.000000000E0	1.000000000E2
4.486421973E2	5.033144802E1	7.564794011E0	1.549651870E2	2.327999878E1	1.039999962E1	1.500000000E0	1.000000000E2
4.496246422E2	5.033165149E1	7.564854110E0	1.559653623E2	2.305999947E1	1.050000000E1	2.000000000E0	1.000000000E2
4.506150855E2	5.033184826E1	7.564916555E0	1.559655314E2	2.181999969E1	1.030000019E1	2.000000000E0	1.000000000E2
4.516332756E2	5.033204364E1	7.564972378E0	1.559657000E2	2.134000015E1	1.010000038E1	2.000000000E0	1.000000000E2
4.526431227E2	5.033223056E1	7.565017557E0	1.559658621E2	2.028999901E1	9.500000000E0	2.000000000E0	1.000000000E2
4.536404866E2	5.033240809E1	7.565064076E0	1.559660157E2	1.927000046E1	1.030000019E1	2.000000000E0	1.000000000E2
4.546386375E2	5.033257233E1	7.565112943E0	1.569661572E2	1.769000053E1	1.350000000E1	1.500000000E0	1.000000000E2
4.556545274E2	5.033272408E1	7.565188967E0	1.579662845E2	1.678999901E1	2.170000076E1	2.000000000E0	1.000000000E2
4.566573711E2	5.033285593E1	7.565288041E0	1.579663915E2	1.676000023E1	2.350000000E1	2.000000000E0	1.000000000E2
4.576551506E2	5.033298036E1	7.565433551E0	1.589664868E2	1.715999985E1	3.590000153E1	2.000000000E0	1.000000000E2
4.586426466E2	5.033308270E1	7.565617114E0	1.589665581E2	1.767000008E1	4.379999924E1	2.000000000E0	1.000000000E2
4.596369206E2	5.033319351E1	7.565788273E0	1.599666383E2	1.765999985E1	4.240000153E1	2.000000000E0	1.000000000E2
4.606598452E2	5.033331891E1	7.565954151E0	1.599667321E2	1.773999977E1	4.109999847E1	2.000000000E0	1.000000000E2
4.616396414E2	5.033344786E1	7.566107372E0	1.599668305E2	1.702000046E1	3.550000000E1	1.500000000E0	1.000000000E2
4.626441734E2	5.033357950E1	7.566237794E0	1.599669338E2	1.679999924E1	3.129999924E1	2.000000000E0	1.000000000E2
4.636517139E2	5.033370774E1	7.566358326E0	1.599670352E2	1.639999962E1	2.960000038E1	2.000000000E0	1.000000000E2
4.646464605E2	5.033384261E1	7.566470308E0	1.599671434E2	1.693000031E1	2.550000000E1	2.000000000E0	1.000000000E2
4.656471503E2	5.033398330E1	7.566566281E0	1.599672585E2	1.676000023E1	2.510000038E1	2.000000000E0	1.000000000E2
4.666346107E2	5.033411728E1	7.566648005E0	1.589673693E2	1.506999969E1	1.870000076E1	2.000000000E0	1.000000000E2
4.676490537E2	5.033424289E1	7.566695446E0	1.589674763E2	1.392999935E1	1.310000038E1	2.000000000E0	1.000000000E2
4.686365237E2	5.033435520E1	7.566715730E0	1.589675744E2	1.297999954E1	5.300000191E0	2.000000000E0	1.000000000E2
4.696337430E2	5.033446190E1	7.566707432E0	1.589676707E2	1.267000008E1	3.505000000E2	2.000000000E0	1.000000000E2
4.706157209E2	5.033457187E1	7.566649178E0	1.589677754E2	1.300000000E1	3.343999939E2	2.500000000E0	1.000000000E2
4.716155020E2	5.033466856E1	7.566558737E0	1.599678717E2	1.300000000E1	3.178999939E2	2.000000000E0	1.000000000E2
4.726209727E2	5.033474953E1	7.566418340E0	1.599679596E2	1.388000011E1	3.046000061E2	2.500000000E0	1.000000000E2
4.736313124E2	5.033482844E1	7.566250870E0	1.599680486E2	1.521000004E1	3.022999878E2	2.000000000E0	1.000000000E2
4.746352428E2	5.033490334E1	7.566062864E0	1.599681363E2	1.547999954E1	3.002999878E2	2.000000000E0	1.000000000E2
4.755747005E2	5.033497827E1	7.565881228E0	1.599682233E2	1.508999920E1	2.995000000E2	2.000000000E0	1.000000000E2
4.766328337E2	5.033504197E1	7.565696156E0	1.589683007E2	1.477999973E1	2.972999878E2	3.000000000E0	1.000000000E2
4.775858712E2	5.033510475E1	7.565517873E0	1.589683765E2	1.468999958E1	3.006000061E2	2.500000000E0	1.000000000E2
4.786393083E2	5.033517944E1	7.565351240E0	1.599684617E2	1.469999981E1	3.015000000E2	2.000000000E0	1.000000000E2
4.796381592E2	5.033524938E1	7.565175723E0	1.599685436E2	1.492999935E1	2.993999939E2	2.000000000E0	1.000000000E2
4.806434502E2	5.033531568E1	7.564995596E0	1.599686228E2	1.504999924E1	2.997999878E2	1.500000000E0	1.000000000E2
4.816438990E2	5.033538572E1	7.564820331E0	1.609687048E2	1.478999996E1	3.000000000E2	1.500000000E0	1.000000000E2
4.826328119E2	5.033545482E1	7.564646155E0	1.609687859E2	1.465999985E1	3.005000000E2	1.500000000E0	1.000000000E2
4.836326630E2	5.033552062E1	7.564474996E0	1.609688636E2	1.440999985E1	3.002999878E2	1.500000000E0	1.000000000E2
4.846335384E2	5.033558437E1	7.564297635E0	1.619689403E2	1.429999924E1	3.007999878E2	1.500000000E0	1.000000000E2
4.856385776E2	5.033565448E1	7.564132009E0	1.629690213E2	1.405999947E1	3.057999878E2	1.500000000E0	1.000000000E2
4.866487605E2	5.033573428E1	7.563973255E0	1.639691102E2	1.426999950E1	3.115000000E2	1.500000000E0	1.000000000E2
4.876386216E2	5.033582459E1	7.563827746E0	1.639692071E2	1.450999928E1	3.177999878E2	1.500000000E0	1.000000000E2
4.886626661E2	5.033592316E1	7.563689025E0	1.649693106E2	1.430999947E1	3.207999878E2	1.500000000E0	1.000000000E2
4.896356846E2	5.033602924E1	7.563583497E0	1.639694172E2	1.442999935E1	3.286000061E2	1.500000000E0	1.000000000E2
4.906148693E2	5.033614889E1	7.563502025E0	1.639695332E2	1.467000008E1	3.362999878E2	1.500000000E0	1.000000000E2
4.916368510E2	5.033627064E1	7.563439496E0	1.649696490E2	1.471000004E1	3.436000061E2	1.500000000E0	1.000000000E2
4.926400413E2	5.033639087E1	7.563388534E0	1.649697622E2	1.393999958E1	3.455000000E2	2.000000000E0	1.000000000E2
4.936655177E2	5.033651690E1	7.563346289E0	1.649698797E2	1.511999989E1	3.512999878E2	2.000000000E0	1.000000000E2
4.946458151E2	5.033665704E1	7.563314606E0	1.649700085E2	1.519999981E1	3.510000000E2	2.000000000E0	1.000000000E2
4.956453632E2	5.033678956E1	7.563293818E0	1.659701294E2	1.493999958E1	3.512000122E2	1.500000000E0	1.000000000E2
4.966621153E2	5.033691986E1	7.563263979E0	1.669702492E2	1.458999920E1	3.506000061E2	1.500000000E0	1.000000000E2
4.976617655E2	5.033704969E1	7.563231373E0	1.669703690E2	1.463000011E1	3.502000122E2	1.500000000E0	1.000000000E2
4.986427783E2	5.033717986E1	7.563195918E0	1.669704894E2	1.446000004E1	3.506000061E2	2.000000000E0	1.000000000E2
4.996533276E2	5.033730861E1	7.563167755E0	1.669706077E2	1.471999931E1	3.528999939E2	2.000000000E0	1.000000000E2
5.006519381E2	5.033744351E1	7.563148225E0	1.669707305E2	1.475000000E1	3.550000000E2	1.500000000E0	1.000000000E2
5.016308156E2	5.033757172E1	7.563131545E0	1.669708471E2	1.477999973E1	3.563999939E2	2.000000000E0	1.000000000E2
5.026382331E2	5.033770138E1	7.563125007E0	1.659709638E2	1.444999981E1	3.593999939E2	2.000000000E0	1.000000000E2
5.036417836E2	5.033783273E1	7.563134311E0	1.659710803E2	1.469999981E1	2.099999905E0	2.000000000E0	1.000000000E2
5.046602098E2	5.033796139E1	7.563148225E0	1.659711938E2	1.421000004E1	4.500000000E0	2.000000000E0	1.000000000E2
5.056431836E2	5.033809152E1	7.563185776E0	1.669713061E2	1.418999958E1	1.130000019E1	2.000000000E0	1.000000000E2
5.066524937E2	5.033822131E1	7.563234307E0	1.669714168E2	1.432999992E1	1.380000019E1	2.500000000E0	1.000000000E2
5.076543979E2	5.033835186E1	7.563290130E0	1.679715273E2	1.473999977E1	1.530000019E1	2.000000000E0	1.000000000E2
5.086446692E2	5.033847625E1	7.563364143E0	1.679716303E2	1.447999954E1	2.039999962E1	2.000000000E0	1.000000000E2
5.096218792E2	5.033859565E1	7.563443184E0	1.679717283E2	1.446999931E1	2.460000038E1	2.000000000E0	1.000000000E2
5.106083962E2	5.033871446E1	7.563535301E0	1.679718243E2	1.434000015E1	2.679999924E1	2.000000000E0	1.000000000E2
5.116204227E2	5.033882850E1	7.563625909E0	1.679719162E2	1.457999992E1	2.370000076E1	2.000000000E0	1.000000000E2
5.126184144E2	5.033894605E1	7.563704699E0	1.679720126E2	1.394999981E1	1.889999962E1	2.000000000E0	1.000000000E2
5.136586937E2	5.033906604E1	7.563755913E0	1.679721142E2	1.402999973E1	1.550000000E1	2.000000000E0	1.000000000E2
5.146466586E2	5.033918947E1	7.563808048E0	1.679722188E2	1.417000008E1	1.679999924E1	2.000000000E0	1.000000000E2
5.156733134E2	5.033930949E1	7.563881138E0	1.679723180E2	1.444999981E1	2.379999924E1	2.000000000E0	1.000000000E2
5.166544106E2	5.033942336E1	7.563967388E0	1.679724102E2	1.450999928E1	2.200000000E1	2.000000000E0	1.000000000E2
5.176408824E2	5.033954054E1	7.564052716E0	1.679725054E2	1.476999950E1	2.160000038E1	2.000000000E0	1.000000000E2
5.186521596E2	5.033966174E1	7.564127985E0	1.669726054E2	1.442999935E1	2.100000000E1	2.000000000E0	1.000000000E2
5.196480836E2	5.033978517E1	7.564190095E0	1.659727089E2	1.414999962E1	1.710000038E1	2.000000000E0	1.000000000E2
5.206401536E2	5.033990465E1	7.564245919E0	1.659728095E2	1.335999966E1	1.770000076E1	2.000000000E0	1.000000000E2
5.216381555E2	5.034001973E1	7.564305011E0	1.659729058E2	1.359999943E1	1.970000076E1	1.500000000E0	1.000000000E2
5.226364092E2	5.034013800E1	7.564369217E0	1.659730044E2	1.413999939E1	2.160000038E1	1.500000000E0	1.000000000E2
5.236453576E2	5.034024349E1	7.564450772E0	1.659730896E2	1.301999950E1	3.150000000E1	1.500000000E0	1.000000000E2
5.246338010E2	5.034033418E1	7.564556720E0	1.669731588E2	1.180000019E1	4.159999847E1	2.000000000E0	1.000000000E2
5.256419538E2	5.034040652E1	7.564642215E0	1.659732139E2	9.319999695E0	3.559999847E1	2.000000000E0	1.000000000E2
5.266553496E2	5.034047336E1	7.564681023E0	1.659732693E2	8.899999619E0	2.900000095E0	2.000000000E0	1.000000000E2
5.276084328E2	5.034055127E1	7.564654872E0	1.669733419E2	8.460000038E0	3.375000000E2	2.500000000E0	1.000000000E2
5.286351977E2	5.034061942E1	7.564579099E0	1.669734113E2	1.053999996E1	3.112000122E2	2.500000000E0	1.000000000E2
5.296255185E2	5.034067994E1	7.564456724E0	1.669734792E2	1.176999950E1	3.050000000E2	2.000000000E0	1.000000000E2
5.306326888E2	5.034075106E1	7.564332336E0	1.669735567E2	1.193999958E1	3.112000122E2	2.000000000E0	1.000000000E2
5.316252550E2	5.034082997E1	7.564212894E0	1.669736407E2	1.184000015E1	3.147999878E2	2.000000000E0	1.000000000E2
5.326553283E2	5.034091739E1	7.564089596E0	1.679737327E2	1.235999966E1	3.180000000E2	1.500000000E0	1.000000000E2
5.336428480E2	5.034101324E1	7.563977698E0	1.679738309E2	1.302999973E1	3.217999878E2	1.500000000E0	1.000000000E2
5.346629678E2	5.034110704E1	7.563873259E0	1.669739265E2	1.248999977E1	3.233999939E2	1.500000000E0	1.000000000E2
5.356441031E2	5.034119940E1	7.563781645E0	1.669740194E2	1.236999989E1	3.287999878E2	1.500000000E0	1.000000000E2
5.366417857E2	5.034129647E1	7.563700257E0	1.669741153E2	1.215999985E1	3.298999939E2	1.500000000E0	1.000000000E2
5.376401268E2	5.034139277E1	7.563617695E0	1.669742108E2	1.182999992E1	3.307000122E2	1.500000000E0	1.000000000E2
5.386545296E2	5.034148824E1	7.563546197E0	1.669743042E2	1.151999950E1	3.355000000E2	1.500000000E0	1.000000000E2
5.396052100E2	5.034158476E1	7.563488614E0	1.659743970E2	1.155000019E1	3.376000061E2	1.500000000E0	1.000000000E2
5.406234805E2	5.034168212E1	7.563428935E0	1.649744908E2	1.105999947E1	3.382999878E2	1.500000000E0	1.000000000E2
5.416479348E2	5.034176606E1	7.563378895E0	1.639745715E2	9.840000153E0	3.405000000E2	1.500000000E0	1.000000000E2
5.426328525E2	5.034184523E1	7.563342266E0	1.629746464E2	9.559999466E0	3.405000000E2	1.500000000E0	1.000000000E2
5.436292530E2	5.034192280E1	7.563299602E0	1.619747206E2	8.789999962E0	3.366000061E2	1.500000000E0	1.000000000E2
5.446269393E2	5.034198747E1	7.563257692E0	1.619747831E2	7.349999905E0	3.331000061E2	1.500000000E0	1.000000000E2
5.456355950E2	5.034203533E1	7.563228272E0	1.619748293E2	5.609999657E0	3.467999878E2	1.500000000E0	1.000000000E2
5.466403021E2	5.034208147E1	7.563242018E0	1.619748690E2	5.130000114E0	2.020000076E1	2.000000000E0	1.000000000E2
5.476347366E2	5.034212275E1	7.563282754E0	1.619749013E2	5.500000000E0	3.959999847E1	2.000000000E0	1.000000000E2
5.486296518E2	5.034215942E1	7.563338410E0	1.619749279E2	6.069999695E0	5.820000076E1	2.000000000E0	1.000000000E2
5.496044198E2	5.034219111E1	7.563406890E0	1.619749485E2	6.079999924E0	6.109999847E1	1.500000000E0	1.000000000E2
5.506202484E2	5.034222384E1	7.563475706E0	1.629749701E2	6.069999695E0	5.150000000E1	1.500000000E0	1.000000000E2
5.516306528E2	5.034225862E1	7.563551143E0	1.639749927E2	6.109999657E0	4.750000000E1	2.000000000E0	1.000000000E2
5.526326833E2	5.034229639E1	7.563609565E0	1.639750199E2	6.049999714E0	3.979999924E1	1.500000000E0	1.000000000E2
5.536328907E2	5.034233884E1	7.563659688E0	1.649750522E2	6.199999809E0	3.540000153E1	1.500000000E0	1.000000000E2
5.546488889E2	5.034238917E1	7.563672177E0	1.649750958E2	6.269999981E0	8.300000191E0	2.000000000E0	1.000000000E2
5.556377893E2	5.034244772E1	7.563633705E0	1.649751525E2	7.609999657E0	3.313999939E2	2.000000000E0	1.000000000E2
5.566491887E2	5.034250581E1	7.563581653E0	1.649752104E2	7.099999905E0	3.387000122E2	2.000000000E0	1.000000000E2
5.576455691E2	5.034257454E1	7.563548796E0	1.639752755E2	7.889999866E0	3.430000000E2	1.500000000E0	1.000000000E2
5.586400130E2	5.034264713E1	7.563531948E0	1.639753423E2	7.429999828E0	3.477999878E2	2.000000000E0	1.000000000E2
5.596546391E2	5.034271967E1	7.563531697E0	1.639754073E2	7.739999771E0	2.400000095E0	1.500000000E0	1.000000000E2
5.606480473E2	5.034278702E1	7.563537983E0	1.629754668E2	7.109999657E0	3.597999878E2	1.500000000E0	1.000000000E2
5.616488190E2	5.034285072E1	7.563535301E0	1.629755241E2	6.710000038E0	3.587000122E2	1.500000000E0	1.000000000E2
5.626410312E2	5.034290935E1	7.563538151E0	1.619755762E2	6.299999714E0	3.587999878E2	1.500000000E0	1.000000000E2
5.636405949E2	5.034296736E1	7.563537983E0	1.609756281E2	5.849999905E0	3.575000000E2	1.500000000E0	1.000000000E2
5.646535284E2	5.034302167E1	7.563528847E0	1.609756777E2	5.730000019E0	3.571000061E2	1.500000000E0	1.000000000E2
5.656335006E2	5.034306794E1	7.563529015E0	1.599757191E2	4.269999981E0	3.591000061E2	1.500000000E0	1.000000000E2
5.666379598E2	5.034309770E1	7.563526835E0	1.599757459E2	3.019999981E0	3.562999878E2	1.500000000E0	1.000000000E2
5.676418782E2	5.034312485E1	7.563531026E0	1.599757698E2	2.579999924E0	3.560000000E2	1.500000000E0	1.000000000E2
5.686261374E2	5.034315096E1	7.563540749E0	1.589757920E2	2.589999914E0	7.400000095E0	2.000000000E0	1.000000000E2
5.696405672E2	5.034317276E1	7.563569080E0	1.589758083E2	2.339999914E0	3.859999847E1	2.000000000E0	1.000000000E2
5.706304955E2	5.034318491E1	7.563605374E0	1.589758151E2	1.610000014E0	6.270000076E1	2.000000000E0	1.000000000E2
5.716191402E2	5.034318952E1	7.563625323E0	1.589758170E2	1.220000029E0	7.000000000E1	2.000000000E0	1.000000000E2
5.726008096E2	5.034319480E1	7.563647870E0	1.589758192E2	9.399999976E-1	8.069999695E1	2.000000000E0	1.000000000E2
5.736212519E2	5.034320163E1	7.563659353E0	1.589758240E2	1.019999981E0	7.950000000E1	2.000000000E0	1.000000000E2
5.746455552E2	5.034320683E1	7.563674022E0	1.589758270E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.756344870E2	5.034320683E1	7.563674022E0	1.589758270E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.766787989E2	5.034320683E1	7.563674022E0	1.589758270E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.776765521E2	5.034320683E1	7.563674022E0	1.589758270E2	0.000000000E0	0.000000000E0	1.500000000E0	1.000000000E2
5.786402963E2	5.034320683E1	7.563674022E0	1.589758270E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.795782653E2	5.034320976E1	7.563682655E0	1.589758286E2	1.899999976E-1	8.230000305E1	2.000000000E0	1.000000000E2
5.806373065E2	5.034321190E1	7.563681146E0	1.589758307E2	1.099999994E-1	8.319999695E1	2.000000000E0	1.000000000E2
5.816367184E2	5.034321215E1	7.563676368E0	1.589758315E2	9.999999404E-2	8.380000305E1	2.000000000E0	1.000000000E2
5.826447246E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.836340501E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.846352264E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.856468812E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.500000000E0	1.000000000E2
5.866513377E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.876561588E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.886365387E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.896138353E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.906390605E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.916407873E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
5.926230699E2	5.034321223E1	7.563676285E0	1.589758315E2	0.000000000E0	0.000000000E0	2.000000000E0	1.000000000E2
